================================================================================
TCP Conversations
Filter:<No Filter>
                                                           |       <-      | |       ->      | |     Total     |    Relative    |   Duration   |
                                                           | Frames  Bytes | | Frames  Bytes | | Frames  Bytes |      Start     |              |
100.10.30.1:41838          <-> 100.30.0.1:8080                  4 324 bytes      11 9,634 bytes      15 9,958 bytes   236.433160626         2.0021
100.10.30.1:42036          <-> 100.30.0.1:8080                  3 242 bytes      11 10 kB          14 10 kB         1.729145336         2.0021
100.10.30.1:34654          <-> 100.30.0.1:8080                  3 242 bytes      11 9,426 bytes      14 9,668 bytes     2.602682864         2.0016
100.10.30.1:36481          <-> 100.30.0.1:8080                  3 242 bytes      11 8,310 bytes      14 8,552 bytes     3.506233033         2.0010
100.10.30.1:41759          <-> 100.30.0.1:8080                  3 242 bytes      11 9,426 bytes      14 9,668 bytes     4.603995069         2.0012
100.10.30.1:38803          <-> 100.30.0.1:8080                  3 242 bytes      11 10 kB          14 10 kB         6.605062769         2.0020
100.10.30.1:36424          <-> 100.30.0.1:8080                  3 218 bytes      11 9,432 bytes      14 9,650 bytes     6.854641862         2.0033
100.10.30.1:35084          <-> 100.30.0.1:8080                  3 242 bytes      11 8,310 bytes      14 8,552 bytes     7.509796306         2.0008
100.10.30.1:44746          <-> 100.30.0.1:8080                  3 242 bytes      11 8,266 bytes      14 8,508 bytes    10.691971190         2.0011
100.10.30.1:44516          <-> 100.30.0.1:8080                  3 218 bytes      11 9,432 bytes      14 9,650 bytes    10.858604707         2.0030
100.10.30.1:41909          <-> 100.30.0.1:8080                  3 242 bytes      11 9,358 bytes      14 9,600 bytes    11.478254928         2.0016
100.10.30.1:42420          <-> 100.30.0.1:8080                  3 242 bytes      11 9,110 bytes      14 9,352 bytes    11.834884326         2.0028
100.10.30.1:41252          <-> 100.30.0.1:8080                  3 242 bytes      11 8,368 bytes      14 8,610 bytes    12.272809446         2.0023
100.10.30.1:36804          <-> 100.30.0.1:8080                  3 242 bytes      11 8,878 bytes      14 9,120 bytes    12.978457874         2.0010
100.10.30.1:40707          <-> 100.30.0.1:8080                  3 242 bytes      11 9,110 bytes      14 9,352 bytes    13.837148127         2.0024
100.10.30.1:42452          <-> 100.30.0.1:8080                  3 242 bytes      11 9,110 bytes      14 9,352 bytes    15.839179885         2.0016
100.10.30.1:42483          <-> 100.30.0.1:8080                  3 242 bytes      11 10 kB          14 10 kB        15.006173442         2.0015
100.10.30.1:44922          <-> 100.30.0.1:8080                  3 242 bytes      11 9,358 bytes      14 9,600 bytes    15.482308333         2.0020
100.10.30.1:35210          <-> 100.30.0.1:8080                  3 242 bytes      11 9,534 bytes      14 9,776 bytes    16.793308177         2.0028
100.10.30.1:37234          <-> 100.30.0.1:8080                  3 242 bytes      11 8,786 bytes      14 9,028 bytes    17.204665862         2.0024
100.10.30.1:42031          <-> 100.30.0.1:8080                  3 242 bytes      11 9,358 bytes      14 9,600 bytes    17.484121126         2.0014
100.10.30.1:44541          <-> 100.30.0.1:8080                  3 242 bytes      11 9,444 bytes      14 9,686 bytes    21.134943820         2.0015
100.10.30.1:44056          <-> 100.30.0.1:8080                  3 242 bytes      11 9,534 bytes      14 9,776 bytes    22.801173340         2.0009
100.10.30.1:38420          <-> 100.30.0.1:8080                  3 242 bytes      11 9,604 bytes      14 9,846 bytes    25.851571564         2.0018
100.10.30.1:45095          <-> 100.30.0.1:8080                  3 242 bytes      11 9,450 bytes      14 9,692 bytes    25.138714795         2.0023
100.10.30.1:36152          <-> 100.30.0.1:8080                  3 242 bytes      11 8,522 bytes      14 8,764 bytes    25.995925004         2.0008
100.10.30.1:45574          <-> 100.30.0.1:8080                  3 242 bytes      11 9,318 bytes      14 9,560 bytes    26.877217208         2.0027
100.10.30.1:34203          <-> 100.30.0.1:8080                  3 242 bytes      11 9,604 bytes      14 9,846 bytes    27.852854387         2.0014
100.10.30.1:34686          <-> 100.30.0.1:8080                  3 218 bytes      11 9,292 bytes      14 9,510 bytes    29.853854108         2.0022
100.10.30.1:44760          <-> 100.30.0.1:8080                  3 242 bytes      11 8,522 bytes      14 8,764 bytes    29.999090682         2.0024
100.10.30.1:35924          <-> 100.30.0.1:8080                  3 242 bytes      11 8,166 bytes      14 8,408 bytes    33.133471576         2.0020
100.10.30.1:39071          <-> 100.30.0.1:8080                  3 218 bytes      11 9,292 bytes      14 9,510 bytes    33.858217321         2.0032
100.10.30.1:32901          <-> 100.30.0.1:8080                  3 218 bytes      11 9,292 bytes      14 9,510 bytes    35.861079325         2.0031
100.10.30.1:42234          <-> 100.30.0.1:8080                  3 242 bytes      11 8,454 bytes      14 8,696 bytes    37.188982200         2.0016
100.10.30.1:39217          <-> 100.30.0.1:8080                  3 218 bytes      11 10 kB          14 11 kB        37.923151482         2.0017
100.10.30.1:38735          <-> 100.30.0.1:8080                  3 242 bytes      11 9,076 bytes      14 9,318 bytes    38.769775129         2.0016
100.10.30.1:35579          <-> 100.30.0.1:8080                  3 242 bytes      11 8,454 bytes      14 8,696 bytes    39.190272619         2.0012
100.10.30.1:38692          <-> 100.30.0.1:8080                  3 242 bytes      11 9,144 bytes      14 9,386 bytes    41.041386996         2.0017
100.10.30.1:44220          <-> 100.30.0.1:8080                  3 242 bytes      11 8,454 bytes      14 8,696 bytes    41.191206091         2.0025
100.10.30.1:33438          <-> 100.30.0.1:8080                  3 242 bytes      11 8,454 bytes      14 8,696 bytes    43.193494174         2.0014
100.10.30.1:36815          <-> 100.30.0.1:8080                  3 242 bytes      11 8,626 bytes      14 8,868 bytes    43.195573066         2.0016
100.10.30.1:38784          <-> 100.30.0.1:8080                  3 242 bytes      11 8,168 bytes      14 8,410 bytes    43.643329169         2.0022
100.10.30.1:37293          <-> 100.30.0.1:8080                  3 242 bytes      11 8,100 bytes      14 8,342 bytes    45.602530226         2.0017
100.10.30.1:36516          <-> 100.30.0.1:8080                  3 218 bytes      11 9,256 bytes      14 9,474 bytes    46.951186130         2.0043
100.10.30.1:40944          <-> 100.30.0.1:8080                  3 242 bytes      11 8,100 bytes      14 8,342 bytes    49.606663862         2.0017
100.10.30.1:38233          <-> 100.30.0.1:8080                  3 242 bytes      11 9,242 bytes      14 9,484 bytes    50.297627483         2.0019
100.10.30.1:40816          <-> 100.30.0.1:8080                  3 218 bytes      11 9,376 bytes      14 9,594 bytes    52.310319415         2.0029
100.10.30.1:44662          <-> 100.30.0.1:8080                  3 218 bytes      11 9,376 bytes      14 9,594 bytes    54.312982973         2.0030
100.10.30.1:35624          <-> 100.30.0.1:8080                  3 218 bytes      11 9,376 bytes      14 9,594 bytes    56.315729071         2.0030
100.10.30.1:40190          <-> 100.30.0.1:8080                  3 242 bytes      11 8,238 bytes      14 8,480 bytes    56.620741862         2.0018
100.10.30.1:44354          <-> 100.30.0.1:8080                  3 242 bytes      11 9,100 bytes      14 9,342 bytes    57.506110704         2.0016
100.10.30.1:46474          <-> 100.30.0.1:8080                  3 242 bytes      11 9,320 bytes      14 9,562 bytes    58.925808533         2.0017
100.10.30.1:33405          <-> 100.30.0.1:8080                  3 242 bytes      11 8,890 bytes      14 9,132 bytes    58.239101739         2.0023
100.10.30.1:37756          <-> 100.30.0.1:8080                  3 242 bytes      11 8,542 bytes      14 8,784 bytes    58.581167342         2.0023
100.10.30.1:39751          <-> 100.30.0.1:8080                  3 242 bytes      11 8,584 bytes      14 8,826 bytes    59.396559972         2.0021
100.10.30.1:46803          <-> 100.30.0.1:8080                  3 242 bytes      11 8,890 bytes      14 9,132 bytes    60.241238900         2.0008
100.10.30.1:41795          <-> 100.30.0.1:8080                  3 242 bytes      11 8,542 bytes      14 8,784 bytes    60.583117102         2.0023
100.10.30.1:43423          <-> 100.30.0.1:8080                  3 242 bytes      11 10 kB          14 10 kB        61.144344689         2.0016
100.10.30.1:37576          <-> 100.30.0.1:8080                  3 242 bytes      11 8,590 bytes      14 8,832 bytes    61.398306463         2.0027
100.10.30.1:37410          <-> 100.30.0.1:8080                  3 242 bytes      11 10 kB          14 10 kB        63.145635622         2.0008
100.10.30.1:43956          <-> 100.30.0.1:8080                  3 242 bytes      11 9,808 bytes      14 10 kB        63.301796877         2.0022
100.10.30.1:46037          <-> 100.30.0.1:8080                  3 242 bytes      11 9,232 bytes      14 9,474 bytes    66.690602077         2.0019
100.10.30.1:45335          <-> 100.30.0.1:8080                  3 242 bytes      11 8,952 bytes      14 9,194 bytes    67.394664863         2.0014
100.10.30.1:41559          <-> 100.30.0.1:8080                  3 242 bytes      11 9,740 bytes      14 9,982 bytes    67.125351672         2.0017
100.10.30.1:35740          <-> 100.30.0.1:8080                  3 242 bytes      11 9,232 bytes      14 9,474 bytes    68.692231030         2.0022
100.10.30.1:37206          <-> 100.30.0.1:8080                  3 242 bytes      11 8,860 bytes      14 9,102 bytes    71.363136262         2.0018
100.10.30.1:41436          <-> 100.30.0.1:8080                  3 242 bytes      11 10 kB          14 10 kB        71.775729856         2.0014
100.10.30.1:34897          <-> 100.30.0.1:8080                  3 242 bytes      11 8,154 bytes      14 8,396 bytes    71.263081879         2.0020
100.10.30.1:43049          <-> 100.30.0.1:8080                  3 242 bytes      11 9,232 bytes      14 9,474 bytes    72.696067138         2.0014
100.10.30.1:34027          <-> 100.30.0.1:8080                  3 242 bytes      11 8,154 bytes      14 8,396 bytes    73.264710807         2.0015
100.10.30.1:33433          <-> 100.30.0.1:8080                  3 242 bytes      11 10 kB          14 10 kB        74.110076827         2.0009
100.10.30.1:45284          <-> 100.30.0.1:8080                  3 242 bytes      11 10 kB          14 10 kB        74.609344084         2.0020
100.10.30.1:33399          <-> 100.30.0.1:8080                  3 242 bytes      11 8,696 bytes      14 8,938 bytes    75.645330467         2.0014
100.10.30.1:43180          <-> 100.30.0.1:8080                  3 242 bytes      11 8,696 bytes      14 8,938 bytes    77.646321523         2.0016
100.10.30.1:43794          <-> 100.30.0.1:8080                  3 242 bytes      11 8,280 bytes      14 8,522 bytes    77.674010511         2.0014
100.10.30.1:34434          <-> 100.30.0.1:8080                  3 242 bytes      11 8,574 bytes      14 8,816 bytes    77.781821532         2.0013
100.10.30.1:40016          <-> 100.30.0.1:8080                  3 242 bytes      11 8,696 bytes      14 8,938 bytes    79.647619960         2.0018
100.10.30.1:33125          <-> 100.30.0.1:8080                  3 242 bytes      11 8,696 bytes      14 8,938 bytes    81.649100467         2.0019
100.10.30.1:35347          <-> 100.30.0.1:8080                  3 242 bytes      11 8,286 bytes      14 8,528 bytes    81.677678862         2.0024
100.10.30.1:36426          <-> 100.30.0.1:8080                  3 242 bytes      11 10 kB          14 10 kB        83.206611115         2.0018
100.10.30.1:34935          <-> 100.30.0.1:8080                  3 242 bytes      11 8,730 bytes      14 8,972 bytes    83.680146286         2.0011
100.10.30.1:41616          <-> 100.30.0.1:8080                  3 242 bytes      11 10 kB          14 10 kB        84.354691862         2.0014
100.10.30.1:46563          <-> 100.30.0.1:8080                  3 218 bytes      11 10 kB          14 10 kB        85.267998799         2.0013
100.10.30.1:45196          <-> 100.30.0.1:8080                  3 242 bytes      11 8,852 bytes      14 9,094 bytes    87.879905574         2.0015
100.10.30.1:41485          <-> 100.30.0.1:8080                  3 242 bytes      11 9,054 bytes      14 9,296 bytes    87.932820845         2.0016
100.10.30.1:37424          <-> 100.30.0.1:8080                  3 242 bytes      11 10 kB          14 10 kB        89.372329294         2.0016
100.10.30.1:42550          <-> 100.30.0.1:8080                  3 242 bytes      11 9,054 bytes      14 9,296 bytes    89.934245151         2.0041
100.10.30.1:40982          <-> 100.30.0.1:8080                  3 242 bytes      11 9,046 bytes      14 9,288 bytes    92.629315801         2.0009
100.10.30.1:45488          <-> 100.30.0.1:8080                  3 242 bytes      11 9,046 bytes      14 9,288 bytes    94.629947401         2.0015
100.10.30.1:44453          <-> 100.30.0.1:8080                  3 242 bytes      11 9,046 bytes      14 9,288 bytes    96.631171834         2.0012
